CustomerID,Age,Gender,Tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,Churn
927,29,Male,26,4,6,21,Basic,Quarterly,528,8,1
928,56,Male,10,7,2,6,Premium,Annual,204,24,0
929,55,Male,27,21,9,10,Standard,Annual,888,22,0
930,61,Male,4,8,0,15,Basic,Monthly,186,14,0
931,57,Female,24,23,4,25,Standard,Monthly,509,2,1
932,47,Male,18,7,5,5,Premium,Annual,293,6,0
933,22,Male,46,9,8,27,Premium,Monthly,228,21,1
934,56,Female,35,14,0,12,Standard,Quarterly,373,12,0
935,48,Male,33,29,8,11,Premium,Annual,124,18,0
936,46,Male,55,28,2,13,Standard,Monthly,154,30,0
937,54,Male,2,25,2,0,Premium,Annual,326,23,0
938,42,Male,50,14,4,0,Basic,Annual,542,18,0
939,33,Female,57,28,1,17,Premium,Quarterly,777,8,0
940,31,Female,17,11,8,16,Premium,Quarterly,790,21,0
941,34,Male,35,8,8,7,Standard,Monthly,806,6,0
942,65,Male,40,29,5,21,Standard,Quarterly,476,13,1
943,35,Female,54,16,9,10,Standard,Annual,814,29,0
944,62,Male,4,18,2,10,Premium,Annual,540,27,0
945,59,Male,54,10,0,25,Basic,Quarterly,461,30,0
946,25,Male,59,11,6,23,Basic,Quarterly,418,4,1
947,60,Male,30,12,3,29,Premium,Monthly,726,25,0
948,63,Female,60,21,3,25,Standard,Annual,503,2,0
949,61,Female,23,7,3,26,Basic,Monthly,914,2,1
950,64,Male,17,27,6,1,Basic,Annual,410,20,0
951,52,Male,11,7,8,22,Standard,Quarterly,607,19,0
952,35,Female,17,8,5,20,Basic,Monthly,433,29,0
953,65,Male,17,20,4,8,Premium,Annual,906,20,0
954,30,Male,38,13,6,22,Premium,Annual,650,13,1
955,32,Female,45,3,7,19,Premium,Annual,551,22,1
956,57,Male,30,19,1,5,Premium,Annual,934,4,0
957,42,Male,17,30,10,1,Basic,Quarterly,846,12,0
958,62,Female,44,20,9,24,Basic,Quarterly,863,1,1
959,18,Male,43,27,2,6,Basic,Monthly,543,6,0
960,23,Male,36,4,4,8,Basic,Monthly,487,27,0
961,30,Female,21,12,8,23,Standard,Monthly,408,10,1
962,49,Female,13,14,6,13,Premium,Monthly,305,7,0
963,55,Female,44,9,9,30,Standard,Quarterly,751,22,1
964,52,Male,19,29,10,30,Premium,Monthly,959,10,0
965,19,Male,18,14,7,4,Basic,Annual,742,6,0
966,64,Male,40,25,8,1,Standard,Annual,370,20,0
967,60,Female,33,18,0,22,Basic,Quarterly,497,5,1
968,51,Male,14,22,0,25,Standard,Annual,233,3,0
969,63,Male,39,29,8,6,Premium,Annual,838,5,0
970,65,Female,8,8,3,28,Basic,Quarterly,964,12,0
971,30,Female,37,24,4,25,Standard,Quarterly,566,19,0
972,26,Male,43,12,0,30,Basic,Monthly,970,26,0
973,27,Male,42,2,6,26,Premium,Quarterly,373,23,1
974,29,Female,55,1,10,21,Basic,Monthly,189,28,1
975,29,Female,20,29,3,27,Premium,Annual,802,12,0
976,47,Female,60,4,2,18,Basic,Monthly,428,28,0
977,42,Male,37,11,3,19,Premium,Annual,298,16,0
978,60,Female,10,1,9,1,Standard,Annual,931,13,1
979,54,Female,47,23,4,16,Basic,Annual,842,30,0
980,38,Male,44,4,8,19,Standard,Annual,461,19,1
981,48,Male,16,16,8,22,Premium,Annual,966,8,0
982,51,Female,34,5,6,5,Standard,Annual,738,8,1
983,46,Male,23,29,4,7,Basic,Annual,115,11,0
984,62,Male,51,26,0,27,Premium,Annual,268,25,0
985,18,Female,9,21,8,26,Premium,Quarterly,915,11,0
986,35,Female,17,29,4,4,Basic,Annual,155,30,0
987,36,Female,52,26,0,8,Basic,Monthly,835,1,0
988,56,Female,29,6,8,6,Premium,Annual,455,22,0
989,43,Female,36,10,7,8,Standard,Quarterly,534,1,0
990,41,Male,9,13,5,22,Basic,Monthly,767,8,0
991,35,Male,33,9,0,11,Basic,Quarterly,515,5,0
992,44,Male,60,23,9,24,Standard,Annual,908,2,1
993,39,Male,43,9,9,9,Standard,Annual,479,1,0
994,23,Male,40,18,6,7,Standard,Annual,546,13,0
995,45,Female,56,24,7,9,Premium,Monthly,675,22,0
996,32,Male,39,26,8,20,Premium,Monthly,344,3,1
997,29,Male,37,26,3,26,Basic,Annual,159,28,0
998,51,Female,33,5,6,5,Standard,Quarterly,850,6,1
999,56,Male,34,6,2,26,Basic,Annual,271,28,0
1000,36,Male,17,24,9,27,Premium,Quarterly,732,12,0
